,text
863,Son los mejores💜😍👌
864,🔥🔥🔥🔥qué es? 👁👁
865,👏👏👏👏
866,Que increíble!!
867,Que emoción 😍😍
868,Woooooow 😍
869,👏👏👏
870,😮🙌🏻
871,Ahora que sorpresa nos tiene NU?
872,🙌🙌🙌🙌
873,QUE EMOCIÓN
874,🔥🔥
875,¿Qué? ¿Un récord mundial? 🤯
876,😍😍😍😍😍
877,@fernandaaortiz3 @niajku22 💜💜💜
878,El eclipse
879,😮😮😮😮😮Ka
880,Yucatán🤩
881,Playa fumira? Solo sale eso… y un camión
882,De que me perdí?
883,🔭👽
884,Ya voy en camino a ver qué hay en playa fumira
885,🫢 Acaso un club!? En la bella Yucatán 😍🔥
886,😮
887,Que emoción
888,😮
889,Nu Prestamos Personales
890,Es la ubicación de una buena oficina y / o un club para la comunidad Nu? 🙏🏻
891,"Kezeso tio Nu, no nos dejes con la incognita! 🧐"
892,"@nu.mx ¿pero de que servirá o para que? Si es algo como un club o algo para pasar el rato, eso servirá más para los que viven o están cerca de ese lugar, no como yo que vivo en CDMX"
893,Eu tenho é maravilhoso 🙏😍🙏🙏
894,La única que confía en los extranjeros 🙌. Muchas gracias 💜
895,Yo amo Nu 💜
896,A celebrar el cumple de mi Hija 👧🏻 💜
897,Ha estrenar mi crédito con una salida al Cine! ☺️🤘🏾
898,Me encanta la tarjeta Nu siempre esta a
899,Al antro de la calle de las sirenas ahí la voy a llevar jejejeje!! 😉😉😉 pero sería mañana jejeje
900,"Hola no he podido acceder a la app desde hace días, se me cierra la aplicación y ya está actualizada ."
901,"No me abre la app, a que se debe?"
902,isoy fan de mi moradita Nu México
903,A Europa 😍
904,A comprarle un regalito a mi ahijado por su cumpleaños 🤭🥳
905,"Pues a ningún lado, pero compré un repelente de mosquitos 😂😂😂"
906,4 Meses y Medio en espera a obtener mi TC. Según se trámita rápidamente pero tarda más de 3 meses :c
907,"Informes, por favor."
908,meti mi tarjeta Nu a un cajero con otro nip y me dejó sacar dinero 😢 que pasó aquí nu ? que poca seguridad tiene la tarjeta por que pasa esto
909,"Sigo esperando un aumento de mi credito ya tengo 24 meses con ustedes nunca me e atrasado , siempre pago completo el estado de cuenta , pero cada que hacen un análisis de mi comportamiento sigue saliendo que no tengo aumento en mi credito me imagino que ese análisis lo hace un argoritmo y por eso mismo no sale un aumento a mi credito 👍"
910,Y si mejor cotizan en bolsas Chinas? Parece mucho más seguro y productivo
911,👏👏👏
912,😍😍😍😍😍
913,Amooo… mi moradita 💜💜💜
914,😍💜👌
915,💜💜
916,💜
917,💜💜💜💜💜💜💜
918,💜💜💜💜💜💜
919,Yo pedi la de crédito y me llego la de débito
920,💜Mi color favorito/Mi tarjeta favorita NU💜
921,Nu es cosa de otro mundo 💜 te amamos Nu!!
922,💜
923,💜
924,no está funcionando la app en ios 😢
925,💜💜💜
926,Me interesa mande DM 🙋🏻‍♀️✨
927,Wow! Yo quiero nadar ahí!!
928,Que hermoso!! 💜💜💜💜💜
929,💜💜💜 hermosas
930,Son lo mejor 💜💜💜💜💜😍😍😍
931,No salgo sin ellas. Y esta vez si nadaré en esa alberca morada
932,"Me siento muy a gusto con la TC, y con la de dedito también!!! 100% recomendables!!!"
933,Súbanme el monto de depósito mensual. Tiene más de una semana mi solicitud y no hay ni siquiera una negativa.
934,Hermoso fondo 😍👌
935,Siempre a todas partes 💜💜
936,"Sin duda alguna la mejor tarjeta de crédito!
NUNCA CAMBIEN POR FAVOR!!"
937,Ya tengo las dos moraditas 🙌
938,Siempre 😍
939,Las tengo 😍😍
940,💜Siempre vamos de la mano juntitas a darle la vuelta al mundo💜
941,Amo 💜
942,Muchas felicidades Nu! Realmente sorprendente el camino que llevan 🔥
943,👏👏👏
944,"Ojalá Nu logre crear convenios con almacenes de cadena o tiendas de conveniencia para poder depositar dinero en nuestras cuentas, además de las transferencias. Asimismo, que ofrezca cashback."
945,👏👏
946,👏👏👏 no hacen sentir parte de este triunfo 💜👍
947,"Bloquearam o dinheiro da minha conta, e não resolvem o meu problema,fiz o agendamento para retirar o dinheiro vcs aceitaram,no dia que viagem para compra um veículo,no momento de efetuar o pagamento eles bloquearam a transação pix e fecharam o meu app,que agora só ficca em análise, e nunca resolvem o problema pela central,só falan que vai resolver e nada, #nubank resolvem meu problema.se resolver volto e tiro todas reclamação"
948,"Excelente 👏🏻 ojalá pronto puedan ofrecer recompensas por las compras, es lo unico que le falta a NU🟪, o que ya venga la NU🟪 metálica con recompensas 🙌🏻🟪"
949,Bravo!! 👏👏👏💜
950,"Bloquearam o dinheiro da minha conta, e não resolvem o meu problema,fiz o agendamento para retirar o dinheiro vcs aceitaram,no dia que viagem para compra um veículo,no momento de efetuar o pagamento eles bloquearam a transação pix e fecharam o meu app,que agora só ficca em análise, e nunca resolvem o problema pela central,só falan que vai resolver e nada, #nubank resolvem meu problema.se resolver volto e tiro todas reclamação"
951,👏👏👏👏Felicidades! Orgullosa de ser de la familia NU
952,💜Amo NU💜
953,🙌❤️🙌
954,Que emoción 🙌 😍
955,👏👏👏 bravo!! El señor de las plantas!!
956,👏👏👏 Súper fan de este emprendimiento 😍✨
957,Increíble 😍😍😍
958,"Porque no puedo pagar con la tarjeta de debito, en algún establecimientos como Chedraui o otros??"
959,Hoy me subieron mi límite de crédito… como sabían que quiero una peda de esas que hacen que se te olvide tu nombre y tu dirección?? 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽
960,Uff! Amamos!! ✨💚🌿
961,Amooo💖🫶🏼
962,El diseño me encantó. Felicidades por la propuesta de reciclar. Necesitamos más gente comprometida con el planeta como Mxplantae
963,Esta increíble!! Amo esta marca para siempre 😍
964,"Me enteré por ahí que hace días ya muy pronto van a ofrecer préstamos personales. Cuando, cuando... ya quiero estrenarla 💜🥳"
965,😍😍😍😍😍
966,"@mxplantae 🪴💜🙌
Me encanta!!!!"
967,Me encanta amo @mxplantae 👏
968,Muchas Gracias por todo su apoyo 🥰🪴 @nu.mx @traficobazar
969,Perfecta mascota 🔥
970,Hermosa la molly! Un placer verla en la oficina
971,Ci 💜
972,Siiiiii
973,Está increíble 👏🙌
974,Molly💜
975,Bellísimas 💜
976,Se ve increíble quiero trabar ahí 😢
977,Yo quiero trabajar con ustedes Ü
978,❤️❤️❤️🐶🐶🐶
979,Modifiquen la fecha de pago a 30 días después del corte. Sería una buena mejora de producto
980,Yo quería trabajar ahí pero no tienen vacantes para nada de comunicación o marketing 😭😪
981,La respuesta debió ser: si o nu
982,Invitenme 😢
983,"Que emoción ver a Molly, tan cómoda en su oficina nueva con su papá @adrian_oviedo quien es feliz trabajando con ella al lado 👏👏😍😍🐶🐶"
984,Yo quiero una crossbody de nu😢
985,Mejor regalen los stickers a los clientes
986,La mejor de las tarjetas que he tenido 💯% recomendadisimo
987,Cobran cuando te entregan la tarjeta a tu domicilio?
988,"Yo voy a dar de baja las tarjetas es una pena mucha publicidad para pésima atención, pero esto poco a poco lo verán reflejados en molestias de más gente con su personal incapacitado."
989,Prestamos personales? Cuándo
990,Yo también cumplo un año sin aumento de crédito
991,a donde nos registramos?
992,De a cómo el paquete de stickers??? 👾💜👩‍🎤
993,"Buenos días mi mamá tuvo un problema de robo de sus tarjetas y cada ves que marca para atención el asesor da una información diferente para proceder, la enviaron con Mercado pago para que resuelvan ellos, prácticamente la tiene que hacer de investigadora no han podido resolver esto en Nu."
994,🫶🏼🫶🏼🫶🏼🫶🏼
995,Yo lo e intentado y no me deja me pide cuenta clave pero no la visualizo 😢
996,"En mi experiencia, toque puertas en otros bancos y me negaron la tdc, hasta que llegue contigo NU, me diste la oportunidad de tener mi primera TDC, ahora ya tengo la de débito y estoy agradecida, por eso, NU tienes mi corazón 💜 aunque parezca muy cursi 😃"
997,🙌👏
998,Hola acabo de recibir una tarjeta de crédito y recibí la de débito ahora que debo hacer ?
999,Yo pedí la de crédito solo me llegó la de débito como o cuando puedo esperar para que tenga la de crédito
1000,"Y a mí nunca me resolvieron 😢 tengo ya 8 meses con la tarjeta bloqueada y no saben por qué está bloqueada ni mucho menos desbloquearla, como ven las mentiras de estos!"
1001,Pero la de débito muy buena
1002,Son un banco o son compatibles con otros bancos me gustaría saber mejor como funciona
1003,💜
1004,🔥🔥
1005,"Al estilo hey banco, ¿por cierto, se podra pagar tambien tdcs emitidas por otras entidades? Sea santander, banorte, liverpool etc"
1006,Yo espero mi tarjeta de crédito 😢
1007,Gracias por hacer el pago de TDC más fácil 🤘🏼
1008,Cuando empezarán los préstamos personales 👍💜
1009,@xessolis por fin!!!💜🤩
1010,Yo ya soy parte de ComunidadNu 💜 y se pone bueno el chismesito 😜
1011,Conocen la palabra CASHBACK?
1012,Disculpen y como se saca el dinero en efectivo de cajeros ??? De las cuentas se débito ? 🤔🤔🤔🤔
1013,🔥🔥🔥🔥🔥🔥🙌🙌🙌🙌
1014,💜💜💜♐️
1015,💜💜💜💜💜💜
1016,Yo también soy parte de la comunidadNu💜 solo con comentar participó?
1017,Wooow yo quiero ir!!!!! 🤩🤩🤩🤩 se ve hermoso el espacio
1018,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1019,Me encanta 💜💜💜
1020,Gracias tarjeta Nu por darme la oportunidad de poder ver a Metallica para el siguiente año 🙌🙌
1021,Ayyyy 💜💜💜
1022,💜 ¡nos encanta ser parte de la Comunidad Nu! Felicidades por crear un espacio tan mágico para los nulovers ✨
1023,Tengo dos años con mi 💜 NU y verdaderamente LA AMO ❤️ !!
1024,Felicidades 👏👏👏lo mejor de lo mejor me es muy grato pertenecer a la comunidad NU 💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜
1025,Nu 💜💜💜
1026,Mis más sinceras felicitaciones ❤️❤️❤️😍
1027,💜💜💜
1028,Love it!!!!! Pero love it más si la cuentas de débito no tuviera limite de ingreso 😅🫶🏻
1029,He tratado de registrarme en varias ocaciones y no recibo el código que solicitan. No lo recibo ni en mi celular ni en mi correo. Me podrían ayudar porfavor
1030,💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜
1031,"OJO MUCHO OJO, Importante que en la de crédito para activarla, te pide el pin, y seleccionas apagar o prender para poder comprar, una vez hecho esto, te pide poner el pin de nuevo, peronsi solo le das con la flecha atrás que esta srribaa la izquierda, te lo hace sin poner el pin, deben xhecsr que si se respete. Ojo mucho ojo NU"
1032,con la tarjeta de débito de nu puedo hacer compras internacionales? se cobra comisión por ello?
1033,
1034,No pueden ni arreglar un cargo no reconocido..ya pasaron 45 días y ahora resulta que son 180!! Y cada vez que se habla.. dicen algo diferente 😡
1035,Definitivamente super mal servicio de NU..me tienen harta
1036,🙌🙌🙌
1037,💜💜💜💃🌈
1038,"Hola disculpe la molestia,yo tenía problemas para diferir las compras lo que hice fue actualizar la aplicación pero tampoco me dejó, decidí desinstalar la aplicación y la volví a instalar y ahora tengo problemas con la selfi que no puede verificar que soy yo, ayuda porfavor"
1039,Hola quiero diferir mi deuda pero me sale error y dicen que lo van a arreglar desde hace tiempo
1040,Para cuándo los meses sin intereses en Walmart 😢
1041,Que orgullo pertenecer a la comunidad morada 💜💜💜💜💜
1042,Excelente mensaje! Y no sólo en el mes del pride! 🌈Hermoso Nu 💜🏳️‍🌈
1043,🙌
1044,Excelente universo diverso💜💜💜💜💜
1045,🌈💜
1046,💥💥💥
1047,Arriba Nu 🔥💜💜
1048,Increíbleeee. 💜💜💜
1049,Hermoso!
1050,Quiero aumentar mi limite pero al momento de hacerlo me dice que ocurrió un error y ya tengo 4 días así. Ya desinstale la app y la volví a instalar pero aun asi me sigue apareciendo el error
1051,La Diversidad Transforma 💜🌈
1052,🏳️‍🌈🙌
1053,😍
1054,Qué mensaje tan espectacular 💜🌈
1055,Wow💜💜💜
1056,🤪💜
1057,🤪
1058,💀
1059,Hahahaha 😅😅😅😅
1060,Donde descargo la aplicación para Android?
1061,😂😍
1062,😅
1063,😍
1064,😵😵‍💫🫨
1065,😂😮
1066,CAT 100%?🤣🤣🤣
1067,"Cómo funciona lo del descuento, yo siempre pago totalmente antes de la fecha límite"
1068,👽 💜
1069,💜🛸👁️
1070,El alíen cuando le explico 👽 que puedo guardar mi dinero en cajita Nu y me da rendimiento 💜
1071,Porqué un alien?
1072,Falta nada más que puedan ajustar mi número de depósito mensual para que sea perfecta 😒
1073,Ya ofrézcanme la tarjeta de crédito 😩
1074,Olá boa noite eu fiz uma transferência de 200 Reis para uma amiga minha fiz tudo certo mandei o comprovante pra ela o dinheiro não aparece na carteira dela.🤔das pra entraga o dinheiro 🧐
1075,Nu algun dia tendran cajeros propios? 🙊 seria genial
1076,👏💜😂
1077,🤣🤣
1078,"Horrible tarjeta, no regresan los reembolsos, y el personal muy grosero."
1079,😂😂😂😂😂😂😂
1080,😂😂😂
1081,Ya denme mi tarjeta de crédito 😔
1082,Cómo saber cuándo soy candidato de la tarjeta TDC
1083,Genial!❤️
1084,No sirve de nada tener esa tarjeta solo son puro fraude.. una tarjeta de ahorro la puedes solicitar donde quieras
1085,Como hago si quiero darle de baja.?
1086,Muy padre su mercadotecnia y todo pero a los mexicanos nos gusta el cashback o puntos … no se vuelvan aburrido como otros bancos mexicanos aunque ustedes no sean mexicanos
1087,Taco de ojo!
1088,Como le hago para solicitar mi tarjeta de crédito tengo de débito pero no sé cómo solicitar la otra
1089,"No sirve de nada ya que su tarjeta de débito tarda 24 hrs en hacer una transferencia, es una basura"
1090,Amooo 💜💜💜💜💜
1091,😂😂😂👌🏼👌🏼👌🏼
1092,😂😂😂😂 muy bueno 👏🏾👏🏾
1093,😂
1094,🤠🐎💜💜
1095,El mejor comercial ❤️❤️
1096,😂😂😂
1097,"Hola buenas, me encontré la tarjeta de crédito de alguien en la calle, es de este banco, como puedo devolverla?"
1098,Solo la voy a contratar por Sandro Ruiz 😇💜💜💜💜
1099,Llevo una semana intentando abrir una cuenta con la aplicación y se traba siempre cuando hay que tomar la foto de la identificación
1100,🔥🔥🔥🙌🙌
1101,Yo si tenía mis bubble gummers de niña 🥲💜💜💜🥺
1102,@jaqui.santoyo @dzepeda17
1103,@lilolivares_ ahi le hablan a todo mexico!
1104,Muy fácil de usar y muy segura ya tengo la mía saludos @nu.mx
1105,Me encantaría trabajar en sus oficinas 💜
1106,Amigos de nu para cuándo la metálica o poder personalizar nuestras tarjetas a nuestro gusto!!!!????
1107,GRACIAS A NU POR SER UNA GRAN OPCIÓN PARA MILONES DE MÉXICANOS QUE SI CONFIAN EN NOSOTROS
1108,"Maravillosas las nuevas oficinas, y un encanto poder coincidir con Cristina ese día. Toda una inspiración"
1109,Sou fã demais dessa mulher. 💜
1110,👏👏👏👏😍
1111,Nos hubieran invitado
1112,💜
1113,"Y quiero diseñar productos para NU, invitenme😍"
1114,😢
1115,Para cuando NU Ultravioleta? 😊
1116,❤️
1117,Porquería de servicio 🙄🙄
1118,💜 Los amo @nu.mx
1119,Tío @nu.mx ya aprueben me la de crédito 😭
1120,Existe otra tarjeta??
1121,Ya llevo un mes con la Tarjeta y la amo!!
1122,Yo sigo esperando el aumento de mi línea de crédito y nada :/
1123,Desde que tengo mi moradita estoy esperando que se pueda 👌🏻
1124,Topsisiismooo 💜
1125,Amigos ! Esperamos el programa de Cash Back ! Venga ! Ustedes son los mejores y esperaos nos premien con algo así a sus fans de 💜
1126,"Pésimo servicio, me cancelan mi tarjeta cuando nunca la deje de pagar por errores del sistema de ellos"
1127,Me encantó el modo oscuro en la aplicación😎👌
1128,Amamos 🙌💜
1129,Muy bien
1130,"Me enviaron la tarjeta 5 dias antes de lo que me dijeron. No la bajé a buscar porque no pude. Me.dicen que vienen el 24. Avisen por favor porque ese dia yo estoy fuera todo el dia. Si vienen antes, avisen un dia antes, no cuando estan en la puerta por favor."
1131,"Un aumento me vendría bien, soy muy puntual y utilizo casi todo el crédito 💜"
1132,Me la pueden dar si estoy en USA?
1133,Dos meses desde que soy parte de la familia NU y me encanta 🙌🏽
1134,Otra ventaja más de @nu.mx contra @heybanco ya Hey sigan siendo un banco tradicional disfrazado.
1135,Espero mi invitación 💜🙈
1136,💜💜💜 Cuando?
1137,"Jalo, ¿Porqué no..? 💜💜"
1138,💜💜💜💜
1139,A mi me guataria mas que me resolvieran mi problema ya que me bloquearon desde Marzo. A pesar de tener todos mis pagos al dia y haber enviado todoa loa documentos de actualizacion que me solicitaron... Siempre me dicen que le escriba al corrwo para luego no reaolver nada
1140,💜💜💜
1141,Yo si voy 👀💜
1142,💜 Feliz de haberme sumado a la familia morada. OBVIO quiero conocer la aldea morada.
1143,¿Habrá nuevas vacantes? 🙊💜
1144,💜
1145,Esperando que mi nombre aparezca en el mural 👀💜
1146,💜🤩
1147,"Espero mi invitación 😍🙌 soy de los primeros y fundadores, tengo las dos moraditas.👏👏"
1148,Sii💜
1149,Felicidades!! Apílenme mi limite!😂
1150,Me encantaria que me sorprendiera un aumento de crédito 😂
1151,Así como van creciendo van bajando la atención a sus clientes. Ya no aumentan el crédito y eso que yo uso bastante mi tarjeta y soy responsable con pagarla a tiempo y en forma. Y aún así siempre dicen lo mismo de darle buen uso y que el sistema se encarga de dar aumentos. La verdad es muy triste como no quieren dar la oportunidad de seguir creciendo el crédito a clientes que son responsables y buenos usuarios con su tarjeta.
1152,👏👏👏 bravo amigos! 🔥
1153,"Ahora que van a estrenar oficinas qué tal crear un aroma que forme parte de su marca. Soy especialista en Mkt olfativo , a quien puedo contactar ?"
1154,Ya casi serán los 45 dias.. de mi reporte de compra no reconocida..muy decepcionada que mi tarjeta siga bloqueada de forma física. Agradezco tenerla en un inicio. Pero ya la voy a cancelar.
1155,Que hermoso!!! 💜
1156,Se arma un recorrido? 👀👀
1157,Tío nu ALGO PARA LOS NULOVER QUE SONOS FUERAS DE LA CDMX!!!!!
1158,Traigan la ultravioleta 😢
1159,Las mejores tarjetas😍👌
1160,Pongan cajeros en México para animarme a tener mi TD please!!
1161,Espero que me pronto me resuelvan las compras que me hicieron con mi tarjeta y que yo no hice ya tengo meses con esa situación.
1162,No me sorprende. Desde el inicio con ustedes todo fue EXCELENTE. Me encantaría la opción de portabilidad de nómina 😉
1163,"Hoy llegó mi tarjeta! Un servicio excelente, rápido y eficaz. Congrats @nu.mx 💜"
1164,Playita 🔥🔥💜
1165,Si urge una playita.. pero cuando pase el calor xD
1166,¿Cómo lo supiste Tío Nu 🫣💜?
1167,"A mi no me autorizaron la TDC, teniendo un excelente historial en buro, si me la ofrecen con el tiempo no creo ser parte de la comunidad de TDC Nu. :/"
1168,Si me dieran más crédito podría 🤭
1169,Nu tengo 3 años y el límite de crédito es el mismo! Y nunca e tenido atraso alguno 😢
1170,Hermosuras de MSI ❤️
1171,"Para el crédito que me dieron, ni para un balneario llego 🥺🥺🥺 @nu.mx"
1172,😍
1173,💜💜💜💜
1174,Tan seguros que llevo dias contactado con ellos para que le den seguimiento a un reporte por transferencia erronea y me han dado el avion
1175,💜💜💜💜💜💜✅✅✅✅✅✅1💯%
1176,Jsjsjaja no mmn... tan seguros que cancelaron mi tarjeta por no actualizar mis datos.
1177,Tienen vacantes para su NOC/SOC? 👀
1178,"Si tienen la oportunidad de sacar una cuenta en @nu.mx , desaprovéchenla … 0 transparentes, racistas y ventajosos , #asiesnu"
1179,"Fue una excelente tarjeta, pero va de mal a peor. Cada vez bajan más los límites ( puedo comprobar que pago tonalidades antes de tiempo) no dan Cash bak, cambian los contratos a cada rato, en fiin... lo peor es que pretenden invitar a sus clientes a invertir cundo tienen un tremendo descontrol."
1180,Y la queso 💅🏻
1181,"Sabe cuantas veces he hablado de este tema con su equipo y por aquí y sigo en los 22k desde octubre. Siempre pagando puntal, pasando de mi límite, etc etc. espero y en el futuro cambien el método del aumento de crédito porque deber evolucionado, retrocedimos demasiado y hablo de muchas cosas qué cambiaron. Y tal vez dirán que es para cuidar tu salud financiera pero a quien le urge pagar, se compromete con su tarjeta y la paga hasta el ultimo centavo de cada mes."
1182,Ya estoy listo para el iPhone 15 así que auméntenme mi línea de crédito bbs
1183,Es requisito tener rfc?
1184,💜💗💜💗💜
1185,"🙌la mejor TDC (en lo personal) que he tenido, me gusta que a pesar de todo sigan oyendo a sus clientes y sobre todo entiendan a los mismos, solo como propuesta, deberían darnos algún premio de lealtad a los que ya llevamos con ustedes desde que llegaron a México 🤭 mínimo un vasito de nu 😂, reitero la mejor tarjeta que hasta ahora tengo. Gracias 🫂"
1186,Hi Nu 👋🏼
1187,Ya no me deja comprar a 2x1 en el cinepolis.
1188,y ni modérrimo @carmen.murillov 🤣🏩💗🩷💕
1189,"Muy mal servicio al cliente, racistas y 0 transparentes, no resuelven y al final lo que era una gran experiencia terminó siendo un arreglo ventajoso para @nu.mx donde me tienen condicionada por no decir amenaxada con meterme a buró de crédito si no pago pero eliminaron mi cuenta de forma permanente y sin oportunidad de poder sacar otra cuenta a futuro , y no es que la quiera pero ¿a qué se debe el veto?"
1190,"Hola, si solicitan ""anticipo"" para tdc igual?"
1191,"Y fijense que igual en fb anuncian ""prestamos de nu"" con pagos"
1192,👏
1193,Feliz de estar con Nu 💜💜💜
1194,👏excelente Nu💜💜
1195,Este banco está calificado como uno de los mejores en loqie va del año y dá gusto ya que soy cliente y hasta ahora todo va cool.
1196,"Seria bueno que se pudiera hacer apartados dentro de la cuenta de debito, ""ahorro"" ""Viajes"" etc etc o tener una opcion de ahorro donde tu puedas fijar una meta, un monto, un periodo y que la app no te permita sacar ese dinero hasta que ya cumplas con el tiempo que solicitaste"
1197,2
1198,+ 3 💜💜💜
1199,+5 💜
1200,A mi me bloquaron mibtarjeta desde Marzo y nadie ha logrado resolverlo.... Me. Enviann correos diciendo que ya puedo desbloquear desde la aplkcacion l acul cae en un loops cada vez que le pico al boton desbloquear... Pero ahora resulta que sinfunciona para emojis pero no para las cosas importantes... Ojo nunca le he debido un peso a la tarjeta siempre pague puntual
1201,👏👏❤️❤️❤️❤️
1202,Me bloquearon la tarjeta por qué la actualización no incluía a los extranjeros
1203,A mí no me dieron crédito no soy moroso
1204,Son lo mejor @nu.mx 🔥
1205,❤️❤️ hermosuras @isasolaresr
1206,💜💜💜
1207,👏👏👏👏💜
1208,🔥
1209,Enamorada de mi NU💜💜💜💜
1210,Nubank cadê meu dinheiro?
1211,"Dicen en Brasil que te roban si te paras en un semáforo en rojo, este banco te roba si dejas tu dinero, banco Brasileño"
1212,Fiz depósito no sábado e até hj nada e vcs não dão nem uma previsão. Cadê meu dinheiro nubank?
1213,💜💜💜
1214,Mi moradita me respalda 💜
1215,"Cadê o dinheiro do pessoal depositados Nubank? Deem um pronunciamento, não deixem o pessoal na mão, você é um dos únicos bancos que ainda pessoal confia e fazem esse descaso"
1216,"No aparece la tarjeta digital en la aplicación y ya hice un depósito, no hay forma de que la pueda usar la cuenta para pagar.. es eso un robo?"
1217,"Veo que no soy la única persona que tiene problemas con su dinero en esta aplicación, cierto sistema engañoso de bloqueo donde no te responden por tu dinero, me parece estafa escondida"
1218,💻💽🔐
1219,"Con ustedes ningún problema pero con la tarjeta de débito bancaya ahí si me robaron todo el dinero y aunque metí aclaración jamás me resolvieron nada , perdí mi dinero"
1220,"Fiz depósito sábado e nada de cair na conta, cadê meu dinheiro @nu.mx @nubank"
1221,"el banco me robó el dinero, 9 mil pesos"
1222,"Ei quero meu dinheiro nubank, depositei no sábado e até hj vcs não dão nem perspectiva de quando terei meu dinheiro na conta."
1223,Me estafaron con una compra que ni reconozco y su tarjeta no está moviendo ningún dedo. Esta tarjeta no protege a sus clientes y son unos holgazanes y 🐀🐀🐀🐀 NO RECOMIENDO ESTA TARJETA PORFAVOR HÁGANSE EL FAVOR DE NO ADQUIRIRLA
1224,Pésimo servicio
1225,A mi me ha ido malisimo con esta tarjeta. Me la blouqearon a pesar de estar al dia y haber mandado todos los documentos de actualizacion que me solicitaron. He escrito por chat por correo he hablado por telwfono he hecho todo lo que me han dicho y no es posible desde la apliccion desbloquear... Incluso me solicitaron por corrwo mi rfc para entrr en mi cuenta y hacer la actualizacion y no volvieton a responderme.... Muy mal servicio
1226,"Lo mejor de lo mejor, amo a mi moradita y amo a NU 💜"
1227,❤️❤️❤️❤️❤️❤️
1228,"Con la moradita, ya salió pa ver a nata 😍"
1229,🙌
1230,Llevo 8 meses con la tarjeta ya hasta abrí cuenta pero no me han aumentado mi límite me podrían ayudar
1231,🙌
1232,💜💜💜💜💜💜💜💜
1233,"Porque ya no dan aumentos de línea? Soy Totalero pero desde su actualización donde analizan comportamiento me dicen que todo está al cien pero que debo utilizar más la tarjeta, no entiendo, tengo domiciliados muchos servicios, esos no cuentan? Ya tira paro TÍO NU 💜"
1234,"me cancelaron mi cuenta y envie 70 veces por correo mis datos, me informa una persona de at a clientes de nombre MARIA H que ya no puedo hacer nada, cuando fueron ustds mismos los que no me permitieron actualizar mis datos! Que mal servicio."
1235,La neta que si hacen un parote 💜
1236,@mishel_adez
1237,Ya la tengo la amo ✨️ el color super elegante
1238,Charles el mundo ya no es el mismo de antes 😪
1239,Buena tarjeta
1240,❤️
1241,Yo ando esperando que me suban mi crédito
1242,BUEN DÍA SIGO ESPERANDO QUE ME MARQUEN
1243,Nunca me llegó mi tarjeta dice que está en estafeta pero la verdad me queda retirado así que así la dejé
1244,Me caería de perlas un rendimiento de 9% 💜
1245,Estaría chida la TDC en ese mismo tono Lila de la TDD. Me gusto mucho el color.
1246,A mi también me cayó de perlas 🥹! Gracias Tío Nu
1247,"Ya tengo mi cuenta Nu, solo espero pronto me puedan dar la de crédito 🤭 un abrazo!"
1248,¿Qué te digo ? Cuenta Nu es la mejor 💜💜💜
1249,"Los mejores, que más se puede decir? 💜💜💜"
1250,👏👏👏👏👏👏👏👏👏👏👏 esooo
1251,"no les aconsejo que se comuniquen con este banco porque les roban el dinero, bloquean cuentas sin motivo, tardan el mayor tiempo posible con una respuesta para ponerlos nerviosos"
1252,Nunca llegaron las mias
1253,Tengo 3 días sin poder abrir la app y no me permite usar la tarjeta. Algo pasa con su app?
1254,Hola alguien de servicio al cliente ???
1255,"Estaría super bien que en la ""cajita de ahorro"" se pudieran separar diferentes ahorros, para apartar por separado cada meta de ahorro!"
1256,Hagan cash out para disponer de efectivo de la TDC en la cuenta de efectivo y de ahí transferir.
1257,Pongan cajetos nu en México son de gran ayuda 😁
1258,@nu.mx no he tenido un viaje en pareja
1259,Yo no puedo viajar por que no crece mi linea de credito 😢 @nu.mx
1260,La verdad no los entiendo autorizan la tarjeta de crefito y trrminan mandando una de debido no comprendo si la que ncsito es la de credito
1261,Disculpe cuál es el horario para poder transferir dinero hacia mi cuenta Nu débito?
1262,Acabar de pagar mi viaje a Acapulco para mi cumpleaños y que sea el mesiversario con mi pareja 2x1! Que emoción tengo de ya viajar! 😍🔥❤️
1263,Mira primero dicen que la foto no es legible después que el departamento de inteligencia y bla bla bla y pues.
1264,Ya no suben el crédito. Tan excelente comportamiento con ustedes y nada de nada. Ya hablé con ustedes en atención al cliente y que el sistema evalua mes con mes y pues al parecer no es suficiente acatar las recomendaciones que dan en la biografía porque no sirve de nada aún así no dan el aumento que merezco
1265,Hola alguien de atención al cliente ? No responden
1266,"Buenas noches, ¿Tienen alguna oficina en Colombia - Bogotá?"
1267,vamos a liberar mi dinero a ver o si no mi limite lo tomaste yo pague la factura de la tarjeta era 900 limite pague 859 solo lo bajaste asi no mas no me atrase ni nada lo pague por adelantado y el limite desaparecio así que solo hay un poco de límite. no está bien no
1268,Esta fallando su app es que me saca y me saca 😭😭😭😭
1269,😢
1270,😢
1271,Gracias Nu por estos NuHacks 💜
1272,💜 💜
1273,💜 N 💜 U 💜
1274,💜💜💜🐤
1275,X2
1276,X2 🔥🔥🔥 Amo Nuuu
1277,X2 💜💜💜
1278,
